Time,0.3 um,0.5 um,1.0 um,2.5 um,5.0 um,10 um,PM 1.0,PM 2.5,PM 10
1560569589.485597,8.0,0.0,12.5,0.5,17.1,0.5385164807134504
1560569600.042057,8.0,0.0,12.3,0.45825756949558394,16.6,0.4898979485566356
1560569610.542226,7.5,0.5,11.5,0.5,15.5,0.5
1560569621.027536,7.0,0.0,11.0,0.0,13.9,0.5385164807134504
1560569631.59748,7.0,0.0,11.0,0.0,14.9,0.3
1560569642.194286,7.0,0.0,11.0,0.0,15.3,0.45825756949558394
1560569652.863328,7.0,0.0,11.0,0.0,15.8,0.4
1560569663.402502,6.4,0.4898979485566356,9.6,0.8,13.8,1.16619037896906
1560569674.013982,6.0,0.0,8.3,0.45825756949558394,12.3,0.45825756949558394
1560569684.596026,6.0,0.0,9.0,0.0,13.0,0.0
1560569695.306399,6.0,0.0,9.0,0.0,13.0,0.0
1560569705.887381,6.7,0.45825756949558405,9.7,0.45825756949558394,13.7,0.45825756949558394
1560569716.578786,6.6,0.4898979485566356,9.6,0.4898979485566356,12.5,0.5
1560569727.103864,6.0,0.0,9.0,0.0,12.0,0.0
1560569737.69765,6.0,0.0,9.0,0.0,12.0,0.0
1560569748.222246,6.9,0.3,10.7,0.6403124237432849,12.7,0.45825756949558394
1560569759.023242,7.0,0.0,11.0,0.0,14.0,0.0
1560569769.707193,7.0,0.0,10.0,0.0,14.0,0.0
1560569780.379834,7.0,0.0,10.0,0.0,13.5,0.5
1560569790.943679,7.0,0.0,10.0,0.0,14.0,0.0
1560569801.694634,7.0,0.0,10.5,0.5,14.5,0.5
1560569812.217602,7.0,0.0,10.5,0.5,14.5,0.5
1560569822.864598,7.0,0.0,10.0,0.0,14.0,0.0
1560569833.481511,5.8,0.7483314773547882,8.5,0.806225774829855,11.4,1.624807680927192
1560569844.086633,5.0,0.0,8.0,0.0,10.4,0.4898979485566356
1560569854.920032,4.1,0.3,6.7,0.6403124237432849,9.7,0.6403124237432849
1560569865.596948,5.0,0.0,8.0,0.0,11.9,0.3
1560569876.134853,5.3,0.45825756949558405,8.3,0.45825756949558394,12.3,0.45825756949558394
1560569886.676893,6.0,0.0,9.0,0.0,12.8,0.4
1560569897.222203,7.6,0.6633249580710799,11.4,1.0198039027185568,16.2,1.4
1560569907.956356,7.1,0.3,11.1,0.3,16.1,0.3
1560569918.486233,7.4,0.4898979485566356,11.4,0.4898979485566356,15.9,1.1357816691600546
1560569929.072666,7.0,0.0,10.3,0.45825756949558394,13.5,0.5
1560569939.587446,7.0,0.0,10.0,0.0,14.0,0.0
1560569950.114058,7.0,0.0,10.0,0.0,13.1,0.3
1560569960.754595,6.4,0.4898979485566356,9.4,0.4898979485566356,13.4,0.4898979485566356
1560569971.439851,6.0,0.0,9.0,0.0,13.0,0.0
1560569982.0963,6.0,0.0,9.0,0.0,13.0,0.0
1560569992.677298,6.2,0.39999999999999997,9.2,0.4,13.2,0.4
1560570003.210406,7.0,0.0,10.0,0.0,14.0,0.0
1560570013.777135,7.0,0.0,10.0,0.0,14.0,0.0
1560570024.440886,7.0,0.0,10.0,0.0,14.0,0.0
1560570035.036458,7.0,0.0,10.0,0.0,14.0,0.0
1560570045.755749,7.0,0.0,10.0,0.0,14.0,0.0
1560570056.386182,7.0,0.0,10.4,0.4898979485566356,13.9,0.3
1560570067.179178,7.0,0.0,10.0,0.0,13.5,0.5
1560570077.769956,7.0,0.0,10.2,0.4,13.2,0.4
1560570088.444192,7.0,0.0,11.0,0.0,15.1,0.5385164807134505
1560570099.079428,7.4,0.66332495807108,11.4,0.66332495807108,15.6,1.3564659966250536
1560570109.660885,12.3,1.004987562112089,16.0,0.8944271909999159,22.8,1.2489995996796797
1560570120.375331,13.6,0.4898979485566356,17.9,0.3,25.8,0.6
1560570131.175759,12.5,0.6708203932499369,17.6,0.4898979485566356,25.2,0.9797958971132712
1560570141.770087,10.2,0.4,15.0,0.6324555320336759,18.8,1.4
1560570152.352419,10.0,0.0,14.2,0.4,19.3,0.7810249675906655
1560570162.994475,10.0,0.0,14.0,0.0,19.5,0.5
1560570173.690126,8.7,0.45825756949558394,12.7,0.45825756949558394,17.1,0.7
1560570184.253827,7.4,0.4898979485566356,11.4,0.4898979485566356,16.2,0.39999999999999997
1560570194.838539,7.3,0.45825756949558405,11.3,0.45825756949558394,16.3,0.45825756949558394
1560570205.554356,8.0,0.0,12.8,0.4,18.1,1.1357816691600546
